transaction_id,customer_id,account_id,date,amount,transaction_type,category,merchant,payment_method,location
T00000281,C100001,A200002,2026-04-22,1375.11,Debit,Rent,Landlord Transfer,NEFT,Chennai
T00000282,C100001,A200002,2026-07-03,3555.88,Debit,Bills,Water Dept,Debit Card,Chennai
T00000283,C100001,A200002,2026-07-04,214.26,Debit,Rent,Landlord Transfer,Cash,Chennai
T00000284,C100001,A200002,2026-02-08,315.09,Debit,Entertainment,BookMyShow,Cash,Chennai
T00000285,C100001,A200002,2026-05-04,1024.06,Debit,Bills,Water Dept,NEFT,Chennai
T00000286,C100001,A200002,2026-02-04,909.5,Debit,Bills,Jio,Net Banking,Chennai
T00000287,C100001,A200002,2026-05-10,1609.43,Debit,Transfer,P2P Transfer,Cash,Chennai
T00000288,C100001,A200002,2026-04-14,562.88,Debit,Entertainment,PVR,Cash,Chennai
T00000289,C100001,A200002,2026-02-05,521.21,Debit,Bills,Jio,Credit Card,Chennai
T00000290,C100001,A200002,2026-07-02,613.7,Debit,Investment,Groww,Net Banking,Chennai
T00000291,C100001,A200002,2026-07-02,3140.29,Debit,Rent,Landlord Transfer,Credit Card,Chennai
T00000292,C100001,A200002,2026-02-21,896.15,Debit,Bills,Electricity Board,Credit Card,Chennai
T00000293,C100001,A200002,2026-06-11,101.29,Debit,Transfer,P2P Transfer,Debit Card,Chennai
T00000294,C100001,A200002,2026-04-13,980.28,Debit,Food,Cafe Coffee Day,Credit Card,Chennai
T00000295,C100001,A200002,2026-03-07,1387.46,Debit,Bills,Airtel,Debit Card,Chennai
T00000296,C100001,A200002,2026-05-31,640.85,Debit,Bills,Electricity Board,NEFT,Chennai
T00000297,C100001,A200002,2026-03-22,157.41,Debit,Bills,Electricity Board,NEFT,Chennai
T00000298,C100001,A200002,2026-03-09,170.23,Debit,Bills,Airtel,Net Banking,Chennai
T00000299,C100001,A200002,2026-07-22,667.32,Debit,Rent,Landlord Transfer,UPI,Chennai
T00000300,C100001,A200002,2026-04-16,1152.55,Debit,Bills,Electricity Board,Net Banking,Chennai
T00000301,C100001,A200002,2026-05-09,2041.63,Debit,Food,Cafe Coffee Day,Cash,Chennai
T00000302,C100001,A200002,2026-07-21,862.27,Debit,Bills,Water Dept,UPI,Chennai
T00000303,C100001,A200002,2026-04-19,650.92,Debit,Bills,Electricity Board,NEFT,Chennai
T00000304,C100001,A200002,2026-07-22,2649.45,Debit,Other,Misc Merchant,Cash,Chennai
T00000305,C100001,A200002,2026-06-28,1653.35,Debit,Transfer,P2P Transfer,NEFT,Chennai
T00000306,C100001,A200002,2026-03-18,2821.03,Debit,Transfer,P2P Transfer,Cash,Chennai
T00000307,C100001,A200002,2026-08-01,911.59,Debit,Bills,Airtel,Net Banking,Chennai
T00000308,C100001,A200002,2026-03-15,1993.15,Debit,Transfer,P2P Transfer,Net Banking,Chennai
T00000309,C100001,A200002,2026-04-24,296.95,Debit,Bills,Water Dept,NEFT,Chennai
T00000310,C100001,A200002,2026-07-24,7562.68,Debit,Fuel,HP Petrol Pump,NEFT,Chennai
T00000311,C100001,A200002,2026-06-15,2448.3,Debit,Bills,Electricity Board,Cash,Chennai
T00000312,C100001,A200002,2026-05-12,391.48,Debit,Bills,Airtel,UPI,Chennai
T00000313,C100001,A200002,2026-05-03,5097.33,Debit,Food,Swiggy,Net Banking,Chennai
T00000314,C100001,A200002,2026-04-25,619.95,Debit,Other,Misc Merchant,UPI,Chennai
T00000315,C100001,A200002,2026-05-24,1344.86,Debit,Rent,Landlord Transfer,UPI,Chennai
T00000316,C100001,A200002,2026-07-19,1602.17,Debit,Bills,Electricity Board,Credit Card,Chennai
T00000317,C100001,A200002,2026-03-28,1178.78,Debit,Bills,Airtel,Debit Card,Chennai
T00000318,C100001,A200002,2026-03-22,926.42,Debit,Rent,Landlord Transfer,Cash,Chennai
T00000319,C100001,A200002,2026-03-02,597.52,Debit,Other,Misc Merchant,Net Banking,Chennai
T00000320,C100001,A200002,2026-05-28,779.57,Debit,Education,College Fee,NEFT,Chennai
T00000321,C100001,A200002,2026-04-05,352.6,Debit,Bills,Electricity Board,Debit Card,Chennai
T00000322,C100001,A200002,2026-04-22,1334.95,Debit,Transfer,P2P Transfer,Cash,Chennai
T00000323,C100001,A200002,2026-02-17,155.87,Debit,Rent,Landlord Transfer,NEFT,Chennai
T00000324,C100001,A200002,2026-05-15,2544.07,Debit,Other,Misc Merchant,Net Banking,Chennai
T00000325,C100001,A200002,2026-07-24,1517.09,Debit,Bills,Water Dept,Net Banking,Chennai
T00000326,C100001,A200002,2026-04-14,5660.5,Debit,Other,Misc Merchant,NEFT,Chennai
T00000327,C100001,A200002,2026-02-25,768.7,Debit,Education,Udemy,Debit Card,Chennai
T00000328,C100001,A200002,2026-04-19,61.9,Debit,Investment,Zerodha,NEFT,Chennai
T00000329,C100001,A200002,2026-06-20,97.94,Debit,Bills,Jio,UPI,Chennai
T00000330,C100001,A200002,2026-05-06,3110.83,Debit,Education,College Fee,UPI,Chennai
T00000331,C100001,A200002,2026-04-09,2116.73,Debit,Food,Cafe Coffee Day,Net Banking,Chennai
T00000332,C100001,A200002,2026-02-15,1888.65,Debit,Investment,Groww,Credit Card,Chennai
T00000333,C100001,A200002,2026-06-18,2537.62,Debit,Education,College Fee,Debit Card,Chennai
T00000334,C100001,A200002,2026-02-11,513.74,Debit,Bills,Airtel,Net Banking,Chennai
T00000335,C100001,A200002,2026-07-15,1595.83,Debit,Bills,Jio,Net Banking,Chennai
T00000336,C100001,A200002,2026-06-16,1347.6,Debit,ATM,ATM Withdrawal,Credit Card,Chennai
T00000337,C100001,A200002,2026-04-02,98.72,Debit,Bills,Water Dept,Credit Card,Chennai
T00000338,C100001,A200002,2026-03-24,68.77,Debit,Entertainment,Netflix,NEFT,Chennai
T00000339,C100001,A200002,2026-05-21,428.09,Debit,Rent,Landlord Transfer,UPI,Chennai
T00000340,C100001,A200002,2026-07-26,1086.72,Debit,Education,Coursera,Cash,Chennai
T00000341,C100001,A200002,2026-05-23,2171.97,Debit,Rent,Landlord Transfer,UPI,Chennai
T00000342,C100001,A200002,2026-04-06,20.84,Debit,Other,Misc Merchant,Cash,Chennai
T00000343,C100001,A200002,2026-05-11,2885.75,Debit,Bills,Water Dept,Debit Card,Chennai
T00000344,C100001,A200002,2026-04-02,269.97,Debit,Bills,Electricity Board,Credit Card,Chennai
T00000345,C100001,A200002,2026-03-15,191.89,Debit,Transfer,P2P Transfer,Credit Card,Chennai
T00000346,C100001,A200002,2026-05-22,1930.04,Debit,Bills,Water Dept,NEFT,Chennai
T00000347,C100001,A200002,2026-04-13,1032.8,Debit,Investment,SIP Auto-debit,UPI,Chennai
T00000348,C100001,A200002,2026-02-18,5817.23,Debit,Bills,Water Dept,Net Banking,Chennai
T00000349,C100001,A200002,2026-04-14,2124.47,Debit,Bills,Electricity Board,UPI,Chennai
T00000350,C100001,A200002,2026-05-01,2901.48,Debit,Fuel,Indian Oil,NEFT,Chennai
T00000351,C100001,A200002,2026-02-18,907.64,Debit,Bills,Electricity Board,NEFT,Chennai
T00000352,C100001,A200002,2026-05-28,946.59,Debit,Bills,Jio,Debit Card,Chennai
T00000353,C100001,A200002,2026-05-11,1581.41,Debit,Other,Misc Merchant,UPI,Chennai
T00000354,C100001,A200002,2026-04-02,3659.46,Debit,Bills,Electricity Board,Credit Card,Chennai
T00000355,C100001,A200002,2026-04-05,843.48,Debit,Transfer,P2P Transfer,Debit Card,Chennai
T00000356,C100001,A200002,2026-02-14,20.0,Debit,Bills,Water Dept,Cash,Chennai
T00000357,C100001,A200002,2026-03-07,190.54,Debit,Rent,Landlord Transfer,Cash,Chennai
T00000358,C100001,A200002,2026-07-24,77.38,Debit,Education,Udemy,Debit Card,Chennai
T00000359,C100001,A200002,2026-06-26,1332.47,Debit,Transfer,P2P Transfer,Debit Card,Chennai
T00000360,C100001,A200002,2026-05-22,2117.55,Debit,Fuel,HP Petrol Pump,Debit Card,Chennai
T00000361,C100001,A200002,2026-04-26,7416.55,Debit,Other,Misc Merchant,NEFT,Chennai
T00000362,C100001,A200002,2026-06-19,1933.92,Debit,Rent,Landlord Transfer,Debit Card,Chennai
T00000363,C100001,A200002,2026-06-11,693.54,Debit,Entertainment,Spotify,UPI,Chennai
T00000364,C100001,A200002,2026-06-09,957.51,Debit,Bills,Electricity Board,Net Banking,Chennai
T00000365,C100001,A200002,2026-03-08,3149.49,Debit,Bills,Jio,Cash,Chennai
T00000366,C100001,A200002,2026-03-24,4896.04,Debit,Food,Zomato,Net Banking,Chennai
T00000367,C100001,A200002,2026-07-31,116088.06,Credit,Salary,Employer,NEFT,Chennai
T00000368,C100001,A200002,2026-07-01,115974.94,Credit,Salary,Employer,NEFT,Chennai
T00000369,C100001,A200002,2026-05-31,112090.78,Credit,Salary,Employer,NEFT,Chennai
T00000370,C100001,A200002,2026-05-02,112991.32,Credit,Salary,Employer,NEFT,Chennai
T00000371,C100001,A200002,2026-04-02,111216.29,Credit,Salary,Employer,NEFT,Chennai
T00000372,C100001,A200002,2026-03-02,111395.46,Credit,Salary,Employer,NEFT,Chennai
T00000373,C100002,A200003,2026-04-04,3244.4,Debit,Fuel,Indian Oil,Net Banking,Mumbai
T00000374,C100002,A200003,2026-05-07,1132.67,Debit,Travel,Uber,NEFT,Mumbai
T00000375,C100002,A200003,2026-06-29,3103.53,Debit,Entertainment,PVR,Net Banking,Mumbai
T00000376,C100002,A200003,2026-02-19,702.98,Debit,Bills,Jio,NEFT,Mumbai
T00000377,C100002,A200003,2026-06-11,3346.88,Debit,Travel,IndiGo,UPI,Mumbai
T00000378,C100002,A200003,2026-06-22,2938.4,Debit,Fuel,Indian Oil,Credit Card,Mumbai
T00000379,C100002,A200003,2026-05-25,2960.16,Debit,Transfer,P2P Transfer,Net Banking,Mumbai
T00000380,C100002,A200003,2026-03-20,34.04,Debit,Fuel,HP Petrol Pump,Cash,Mumbai
T00000381,C100002,A200003,2026-02-10,5326.3,Debit,Rent,Landlord Transfer,Credit Card,Mumbai
T00000382,C100002,A200003,2026-03-18,1816.5,Debit,Fuel,HP Petrol Pump,NEFT,Mumbai
T00000383,C100002,A200003,2026-07-17,5281.97,Debit,Fuel,HP Petrol Pump,Net Banking,Mumbai
T00000384,C100002,A200003,2026-06-01,1592.01,Debit,Transfer,P2P Transfer,Debit Card,Mumbai
T00000385,C100002,A200003,2026-05-24,1580.86,Debit,ATM,ATM Withdrawal,NEFT,Mumbai
T00000386,C100002,A200003,2026-02-13,1458.98,Debit,Education,College Fee,Credit Card,Mumbai
T00000387,C100002,A200003,2026-07-28,3131.66,Debit,Other,Misc Merchant,Net Banking,Mumbai
T00000388,C100002,A200003,2026-05-06,2107.5,Debit,Healthcare,Apollo Pharmacy,Net Banking,Mumbai
T00000389,C100002,A200003,2026-04-24,808.1,Debit,Education,Udemy,Net Banking,Mumbai
T00000390,C100002,A200003,2026-06-21,10957.79,Debit,Transfer,P2P Transfer,Net Banking,Mumbai
T00000391,C100002,A200003,2026-05-19,10298.05,Debit,Other,Misc Merchant,UPI,Mumbai
T00000392,C100002,A200003,2026-04-20,5119.68,Debit,Shopping,Myntra,NEFT,Mumbai
T00000393,C100002,A200003,2026-04-01,2906.57,Debit,Transfer,P2P Transfer,Cash,Mumbai
T00000394,C100002,A200003,2026-05-24,2617.88,Debit,Shopping,Flipkart,Debit Card,Mumbai
T00000395,C100002,A200003,2026-05-01,1269.75,Debit,Education,Udemy,UPI,Mumbai
T00000396,C100002,A200003,2026-04-02,1611.08,Debit,Education,College Fee,Debit Card,Mumbai
T00000397,C100002,A200003,2026-04-23,1696.83,Debit,Shopping,Flipkart,UPI,Mumbai
T00000398,C100002,A200003,2026-06-29,690.08,Debit,Other,Misc Merchant,Cash,Mumbai
T00000399,C100002,A200003,2026-06-26,20.0,Debit,Bills,Airtel,Credit Card,Mumbai
T00000400,C100002,A200003,2026-05-24,3258.58,Debit,Education,Coursera,Debit Card,Mumbai
T00000401,C100002,A200003,2026-02-04,694.05,Debit,Fuel,HP Petrol Pump,Debit Card,Mumbai
T00000402,C100002,A200003,2026-02-17,6870.17,Debit,Other,Misc Merchant,Cash,Mumbai
T00000403,C100002,A200003,2026-03-08,350.46,Debit,Entertainment,BookMyShow,NEFT,Mumbai
T00000404,C100002,A200003,2026-03-13,1085.63,Debit,Shopping,Amazon,Net Banking,Mumbai
T00000405,C100002,A200003,2026-04-11,12003.49,Debit,Other,Misc Merchant,Debit Card,Mumbai
T00000406,C100002,A200003,2026-06-03,478.17,Debit,Education,Coursera,Debit Card,Mumbai
T00000407,C100002,A200003,2026-06-02,86.06,Debit,Fuel,Indian Oil,Cash,Mumbai
T00000408,C100002,A200003,2026-03-06,1692.16,Debit,Transfer,P2P Transfer,UPI,Mumbai
T00000409,C100002,A200003,2026-03-10,526.37,Debit,Fuel,HP Petrol Pump,NEFT,Mumbai
T00000410,C100002,A200003,2026-03-09,5159.56,Debit,Education,College Fee,Net Banking,Mumbai
T00000411,C100002,A200003,2026-02-22,461.49,Debit,Education,Udemy,Credit Card,Mumbai
T00000412,C100002,A200003,2026-02-04,1765.77,Debit,Bills,Water Dept,Cash,Mumbai
T00000413,C100002,A200003,2026-03-28,11912.16,Debit,Fuel,HP Petrol Pump,Credit Card,Mumbai
T00000414,C100002,A200003,2026-02-04,1657.37,Debit,Fuel,HP Petrol Pump,UPI,Mumbai
T00000415,C100002,A200003,2026-03-05,2499.69,Debit,Fuel,HP Petrol Pump,Credit Card,Mumbai
T00000416,C100002,A200003,2026-04-26,58.32,Debit,Other,Misc Merchant,Debit Card,Mumbai
T00000417,C100002,A200003,2026-05-22,512.89,Debit,Transfer,P2P Transfer,Debit Card,Mumbai
T00000418,C100002,A200003,2026-07-12,2395.46,Debit,Rent,Landlord Transfer,Net Banking,Mumbai
T00000419,C100002,A200003,2026-03-14,8366.26,Debit,Education,Coursera,Credit Card,Mumbai
T00000420,C100002,A200003,2026-04-30,2887.62,Debit,Entertainment,PVR,Debit Card,Mumbai
T00000421,C100002,A200003,2026-04-26,6682.79,Debit,Travel,IRCTC,Cash,Mumbai
T00000422,C100002,A200003,2026-07-26,1275.71,Debit,Entertainment,Spotify,NEFT,Mumbai
T00000423,C100002,A200003,2026-03-28,443.08,Debit,Rent,Landlord Transfer,Debit Card,Mumbai
T00000424,C100002,A200003,2026-07-25,2555.72,Debit,Transfer,P2P Transfer,Credit Card,Mumbai
T00000425,C100002,A200003,2026-03-07,3621.06,Debit,Entertainment,Spotify,Cash,Mumbai
T00000426,C100002,A200003,2026-03-01,5292.08,Debit,Transfer,P2P Transfer,Net Banking,Mumbai
T00000427,C100002,A200003,2026-06-15,1306.37,Debit,Transfer,P2P Transfer,Debit Card,Mumbai
T00000428,C100002,A200003,2026-04-22,6492.5,Debit,Travel,IndiGo,NEFT,Mumbai
T00000429,C100002,A200003,2026-05-19,4933.13,Debit,Education,Coursera,NEFT,Mumbai
T00000430,C100002,A200003,2026-05-11,3734.24,Debit,Travel,Ola,UPI,Mumbai
T00000431,C100002,A200003,2026-02-24,5393.84,Debit,Travel,Ola,UPI,Mumbai
T00000432,C100002,A200003,2026-04-23,3882.15,Debit,Education,Udemy,UPI,Mumbai
T00000433,C100002,A200003,2026-03-06,573.92,Debit,Other,Misc Merchant,UPI,Mumbai
T00000434,C100002,A200003,2026-05-24,5618.15,Debit,Fuel,HP Petrol Pump,Debit Card,Mumbai
T00000435,C100002,A200003,2026-03-11,5027.24,Debit,Transfer,P2P Transfer,Debit Card,Mumbai
T00000436,C100002,A200003,2026-05-24,1257.41,Debit,Other,Misc Merchant,UPI,Mumbai
T00000437,C100002,A200003,2026-02-14,8977.04,Debit,Shopping,Local Store,Credit Card,Mumbai
T00000438,C100002,A200003,2026-04-13,2097.82,Debit,Other,Misc Merchant,NEFT,Mumbai
T00000439,C100002,A200003,2026-03-10,6415.2,Debit,Education,Udemy,NEFT,Mumbai
T00000440,C100002,A200003,2026-03-26,5000.32,Debit,Fuel,HP Petrol Pump,Cash,Mumbai
T00000441,C100002,A200003,2026-03-28,3822.92,Debit,Other,Misc Merchant,Net Banking,Mumbai
T00000442,C100002,A200003,2026-02-04,2406.27,Debit,Entertainment,BookMyShow,Credit Card,Mumbai
T00000443,C100002,A200003,2026-02-25,2183.25,Debit,Other,Misc Merchant,UPI,Mumbai
T00000444,C100002,A200003,2026-06-20,1056.13,Debit,Rent,Landlord Transfer,NEFT,Mumbai
T00000445,C100002,A200003,2026-04-21,395.84,Debit,Transfer,P2P Transfer,Cash,Mumbai
T00000446,C100002,A200003,2026-07-21,3378.65,Debit,Entertainment,Spotify,Net Banking,Mumbai
T00000447,C100002,A200003,2026-05-13,9582.22,Debit,Education,College Fee,Credit Card,Mumbai
T00000448,C100002,A200003,2026-04-12,155.32,Debit,Entertainment,PVR,Cash,Mumbai
T00000449,C100002,A200003,2026-04-27,6630.0,Debit,Education,Udemy,Net Banking,Mumbai
T00000450,C100002,A200003,2026-07-15,3642.25,Debit,Fuel,HP Petrol Pump,NEFT,Mumbai
T00000451,C100002,A200003,2026-07-29,4417.92,Debit,Rent,Landlord Transfer,Debit Card,Mumbai
T00000452,C100002,A200003,2026-06-18,9005.98,Debit,Travel,Uber,Net Banking,Mumbai
T00000453,C100002,A200003,2026-03-29,1944.06,Debit,Entertainment,Spotify,Debit Card,Mumbai
T00000454,C100002,A200003,2026-03-17,1565.86,Debit,Fuel,Indian Oil,Cash,Mumbai
T00000455,C100002,A200003,2026-02-14,7416.94,Debit,Transfer,P2P Transfer,Credit Card,Mumbai
T00000456,C100002,A200003,2026-03-20,2108.66,Debit,Entertainment,BookMyShow,Credit Card,Mumbai
T00000457,C100002,A200003,2026-02-05,715.5,Debit,Education,Udemy,UPI,Mumbai
T00000458,C100002,A200003,2026-04-02,2732.56,Debit,Investment,SIP Auto-debit,UPI,Mumbai
T00000459,C100002,A200003,2026-02-16,2279.29,Debit,Rent,Landlord Transfer,Net Banking,Mumbai
T00000460,C100002,A200003,2026-02-06,315.46,Debit,ATM,ATM Withdrawal,UPI,Mumbai
T00000461,C100002,A200003,2026-06-05,4913.02,Debit,Transfer,P2P Transfer,Net Banking,Mumbai
T00000462,C100002,A200003,2026-07-16,5930.77,Debit,Travel,Uber,NEFT,Mumbai
T00000463,C100002,A200003,2026-02-06,483.74,Debit,Education,Coursera,UPI,Mumbai
T00000464,C100002,A200003,2026-04-15,535.47,Debit,Shopping,Amazon,Cash,Mumbai
T00000465,C100002,A200003,2026-02-15,8480.22,Debit,Fuel,Indian Oil,NEFT,Mumbai
T00000466,C100002,A200003,2026-04-23,1403.64,Debit,Education,College Fee,Debit Card,Mumbai
T00000467,C100002,A200003,2026-02-03,598.79,Debit,ATM,ATM Withdrawal,Credit Card,Mumbai
T00000468,C100002,A200003,2026-04-26,522.33,Debit,Education,Udemy,Net Banking,Mumbai
T00000469,C100002,A200003,2026-04-01,196.8,Debit,Shopping,Local Store,Credit Card,Mumbai
T00000470,C100002,A200003,2026-07-25,1637.83,Debit,Education,Udemy,UPI,Mumbai
T00000471,C100002,A200003,2026-07-20,1879.28,Debit,Rent,Landlord Transfer,NEFT,Mumbai
T00000472,C100002,A200003,2026-03-10,1656.33,Debit,Travel,Ola,NEFT,Mumbai
T00000473,C100002,A200003,2026-06-15,231.2,Debit,Education,Udemy,Credit Card,Mumbai
T00000474,C100002,A200003,2026-02-17,736.6,Debit,Healthcare,Apollo Pharmacy,NEFT,Mumbai
T00000475,C100002,A200003,2026-06-20,1676.91,Debit,Entertainment,BookMyShow,Credit Card,Mumbai
T00000476,C100002,A200003,2026-06-29,2657.98,Debit,Education,Udemy,Cash,Mumbai
T00000477,C100002,A200003,2026-04-09,190.63,Debit,Travel,Ola,Debit Card,Mumbai
T00000478,C100002,A200003,2026-06-17,1662.38,Debit,Other,Misc Merchant,Cash,Mumbai
T00000479,C100002,A200003,2026-07-17,3496.2,Debit,Entertainment,Netflix,UPI,Mumbai
T00000480,C100002,A200003,2026-03-08,2170.35,Debit,Fuel,HP Petrol Pump,UPI,Mumbai
T00000481,C100002,A200003,2026-04-05,3377.05,Debit,Entertainment,Spotify,Cash,Mumbai
T00000482,C100002,A200003,2026-05-06,2292.15,Debit,Transfer,P2P Transfer,NEFT,Mumbai
T00000483,C100002,A200003,2026-06-01,8682.48,Debit,Fuel,HP Petrol Pump,Net Banking,Mumbai
T00000484,C100002,A200003,2026-05-14,1311.5,Debit,Bills,Jio,UPI,Mumbai
T00000485,C100002,A200003,2026-02-20,3891.23,Debit,Shopping,Flipkart,UPI,Mumbai
T00000486,C100002,A200003,2026-02-11,99.65,Debit,Healthcare,1mg,Debit Card,Mumbai
T00000487,C100002,A200003,2026-02-18,2502.5,Debit,Travel,MakeMyTrip,Net Banking,Mumbai
T00000488,C100002,A200003,2026-06-28,9071.12,Debit,Education,Udemy,Cash,Mumbai
T00000489,C100002,A200003,2026-04-08,6018.66,Debit,Entertainment,BookMyShow,NEFT,Mumbai
T00000490,C100002,A200003,2026-03-24,1818.57,Debit,Education,College Fee,UPI,Mumbai
T00000491,C100002,A200003,2026-07-27,2965.94,Debit,Transfer,P2P Transfer,Credit Card,Mumbai
T00000492,C100002,A200003,2026-07-04,519.76,Debit,Fuel,Indian Oil,Net Banking,Mumbai
T00000493,C100002,A200003,2026-03-25,710.42,Debit,Bills,Jio,Credit Card,Mumbai
T00000494,C100002,A200003,2026-07-22,1165.32,Debit,Transfer,P2P Transfer,NEFT,Mumbai
T00000495,C100002,A200003,2026-02-03,3873.41,Debit,Education,College Fee,UPI,Mumbai
T00000496,C100002,A200003,2026-07-20,6679.77,Debit,Shopping,Local Store,NEFT,Mumbai
T00000497,C100002,A200003,2026-03-28,1409.37,Debit,Education,College Fee,Debit Card,Mumbai
T00000498,C100002,A200003,2026-04-08,4653.38,Debit,Transfer,P2P Transfer,Credit Card,Mumbai
T00000499,C100002,A200003,2026-07-30,85407.87,Credit,Salary,Employer,NEFT,Mumbai
T00000500,C100002,A200003,2026-07-02,86364.38,Credit,Salary,Employer,NEFT,Mumbai
T00000501,C100002,A200003,2026-05-31,82746.39,Credit,Salary,Employer,NEFT,Mumbai
T00000502,C100002,A200003,2026-05-03,83414.68,Credit,Salary,Employer,NEFT,Mumbai
T00000503,C100002,A200003,2026-04-02,85050.12,Credit,Salary,Employer,NEFT,Mumbai
T00000504,C100002,A200003,2026-03-02,86159.73,Credit,Salary,Employer,NEFT,Mumbai
T00000505,C100003,A200004,2026-04-30,1568.4,Debit,Other,Misc Merchant,UPI,Bengaluru
T00000506,C100003,A200005,2026-03-15,764.33,Debit,Bills,Airtel,NEFT,Bengaluru
T00000507,C100003,A200005,2026-06-29,7145.54,Debit,Bills,Electricity Board,Net Banking,Bengaluru
T00000508,C100003,A200004,2026-05-26,2112.52,Debit,Other,Misc Merchant,Debit Card,Bengaluru
T00000509,C100003,A200005,2026-06-05,1068.84,Debit,Food,Zomato,Debit Card,Bengaluru
T00000510,C100003,A200005,2026-05-06,1888.43,Debit,Other,Misc Merchant,Cash,Bengaluru
T00000511,C100003,A200005,2026-06-16,297.45,Debit,Fuel,HP Petrol Pump,NEFT,Bengaluru
T00000512,C100003,A200005,2026-06-10,1173.83,Debit,Other,Misc Merchant,Credit Card,Bengaluru
T00000513,C100003,A200004,2026-03-21,1329.27,Debit,Entertainment,BookMyShow,Credit Card,Bengaluru
T00000514,C100003,A200004,2026-05-03,1819.09,Debit,Bills,Electricity Board,Credit Card,Bengaluru
T00000515,C100003,A200005,2026-03-15,2144.98,Debit,Fuel,HP Petrol Pump,Cash,Bengaluru
T00000516,C100003,A200004,2026-05-14,2345.06,Debit,Other,Misc Merchant,Credit Card,Bengaluru
T00000517,C100003,A200004,2026-06-22,6330.51,Debit,Bills,Water Dept,Debit Card,Bengaluru
T00000518,C100003,A200005,2026-06-26,424.32,Debit,Other,Misc Merchant,Cash,Bengaluru
T00000519,C100003,A200004,2026-06-08,528.6,Debit,Other,Misc Merchant,NEFT,Bengaluru
T00000520,C100003,A200005,2026-03-08,564.65,Debit,Fuel,Indian Oil,NEFT,Bengaluru
T00000521,C100003,A200004,2026-05-29,734.93,Debit,Food,Cafe Coffee Day,Net Banking,Bengaluru
T00000522,C100003,A200004,2026-05-14,1678.73,Debit,Other,Misc Merchant,Debit Card,Bengaluru
T00000523,C100003,A200004,2026-03-08,1099.29,Debit,Investment,Groww,Debit Card,Bengaluru
T00000524,C100003,A200004,2026-05-20,1181.5,Debit,Other,Misc Merchant,UPI,Bengaluru
T00000525,C100003,A200004,2026-03-13,1681.72,Debit,Other,Misc Merchant,Cash,Bengaluru
T00000526,C100003,A200005,2026-06-20,383.54,Debit,Food,Swiggy,Cash,Bengaluru
T00000527,C100003,A200004,2026-04-12,1474.76,Debit,Other,Misc Merchant,NEFT,Bengaluru
T00000528,C100003,A200005,2026-02-20,1277.93,Debit,Other,Misc Merchant,NEFT,Bengaluru
T00000529,C100003,A200004,2026-07-18,507.42,Debit,Other,Misc Merchant,Cash,Bengaluru
T00000530,C100003,A200004,2026-04-24,28.37,Debit,Education,Udemy,Cash,Bengaluru
T00000531,C100003,A200004,2026-05-04,1020.76,Debit,Food,Swiggy,UPI,Bengaluru
T00000532,C100003,A200005,2026-03-09,1065.69,Debit,Bills,Airtel,Net Banking,Bengaluru
