loan_id,customer_id,loan_type,requested_amount,tenure_months,monthly_income,credit_score,existing_debt,employment_years,loan_status,default_probability_true,defaulted
L302718,C102718,Home Loan,1361124.5,180,44200,599,0.0,21.9,Approved,0.1197,0
L308898,C108898,Vehicle Loan,223411.1,24,74000,543,20333.66,19.4,Approved,0.2515,0
L300399,C100399,Education Loan,1170330.48,84,89300,657,26738.15,5.7,Approved,0.2377,0
L303681,C103681,Business Loan,318460.04,60,57800,694,14097.11,0.7,Approved,0.1625,1
L302977,C102977,Home Loan,2446051.79,180,44300,743,10890.67,11.0,Approved,0.0976,1
L301517,C101517,Education Loan,197532.4,84,45100,770,5317.08,1.1,Approved,0.1408,0
L305698,C105698,Vehicle Loan,255596.73,60,22900,656,4008.65,20.4,Pending,0.1597,0
L304621,C104621,Personal Loan,413396.22,120,107600,777,0.0,31.0,Approved,0.0385,0
L305742,C105742,Personal Loan,297441.68,84,61700,666,5128.57,29.5,Pending,0.062,0
L305453,C105453,Personal Loan,311094.4,60,91400,615,28987.58,19.3,Approved,0.1829,0
L300630,C100630,Vehicle Loan,1120827.1,120,64100,641,19029.37,19.2,Approved,0.2685,0
L301591,C101591,Home Loan,4385607.33,120,181900,611,23322.67,5.1,Pending,0.1908,0
L304116,C104116,Vehicle Loan,226006.54,36,25400,610,5388.29,0.0,Pending,0.2234,1
L300683,C100683,Business Loan,4137172.0,120,74100,573,0.0,8.8,Pending,0.1545,0
L309565,C109565,Business Loan,4677062.2,84,69100,688,0.0,24.2,Approved,0.053,0
L305023,C105023,Personal Loan,742541.23,12,26900,699,1608.43,9.8,Pending,0.0836,0
L307334,C107334,Business Loan,1719741.47,120,58600,774,18260.79,7.7,Pending,0.1377,1
L307147,C107147,Business Loan,3442253.8,12,61400,685,12190.86,14.9,Approved,0.2058,0
L301352,C101352,Personal Loan,632066.92,180,71500,723,835.44,10.5,Approved,0.0805,0
L303173,C103173,Vehicle Loan,439266.29,36,75200,670,12290.52,3.0,Approved,0.1541,0
L309485,C109485,Business Loan,949149.13,60,149900,562,24729.73,14.5,Approved,0.2993,1
L300190,C100190,Vehicle Loan,430647.81,60,47300,594,13228.33,20.7,Pending,0.185,0
L307035,C107035,Education Loan,1155623.95,12,8000,340,2282.57,6.1,Rejected,0.8964,1
L307102,C107102,Personal Loan,766505.53,84,69900,613,15478.6,10.6,Approved,0.2237,0
L300862,C100862,Home Loan,2475729.87,84,91900,804,11761.51,3.9,Pending,0.0426,0
L308851,C108851,Personal Loan,787189.94,36,38200,711,4309.77,5.1,Approved,0.1123,0
L306399,C106399,Education Loan,1808602.81,24,42200,703,3933.59,31.0,Approved,0.0932,0
L304512,C104512,Education Loan,1432595.99,12,59800,711,11894.84,3.9,Approved,0.1455,0
L303526,C103526,Home Loan,1751400.6,36,58700,756,18405.14,1.4,Approved,0.1483,0
L300812,C100812,Personal Loan,225242.35,120,154000,837,26572.25,14.8,Approved,0.0407,0
L304460,C104460,Personal Loan,153507.31,60,8000,776,1249.08,2.1,Pending,0.1285,0
L305781,C105781,Vehicle Loan,1166566.57,180,67000,655,2728.73,2.2,Approved,0.1461,0
L304634,C104634,Personal Loan,565627.87,120,93900,692,29027.87,2.2,Approved,0.2676,0
L309562,C109562,Vehicle Loan,643841.18,180,33700,574,1074.96,6.1,Approved,0.2002,0
L305389,C105389,Business Loan,1624892.97,60,53000,670,2970.61,25.1,Pending,0.0762,1
L303486,C103486,Business Loan,2036094.23,12,18700,686,2701.18,7.2,Approved,0.2523,0
L307235,C107235,Personal Loan,766244.86,120,11400,808,2020.1,1.8,Pending,0.0691,0
L303150,C103150,Personal Loan,209526.14,120,52000,562,14930.29,10.2,Pending,0.2305,1
L307090,C107090,Personal Loan,694766.76,60,42200,667,1854.4,10.2,Approved,0.2034,0
L306314,C106314,Vehicle Loan,1313527.74,84,113500,778,22218.2,9.3,Approved,0.061,0
L308866,C108866,Education Loan,219428.03,36,95700,812,13690.76,2.1,Pending,0.0801,0
L305757,C105757,Business Loan,2361062.08,120,41500,644,2728.17,14.6,Pending,0.1371,0
L302240,C102240,Education Loan,801690.7,24,83000,833,5275.25,5.0,Pending,0.0408,0
L301612,C101612,Home Loan,5401876.1,36,64000,759,15367.69,6.5,Approved,0.0975,0
L305127,C105127,Personal Loan,582796.06,120,33400,706,11833.81,11.8,Approved,0.2027,0
L300649,C100649,Business Loan,3831914.78,12,34800,584,5873.5,13.9,Approved,0.3376,0
L307201,C107201,Personal Loan,66578.14,24,67700,598,6231.68,5.4,Approved,0.2189,0
L305560,C105560,Home Loan,1347273.06,180,72500,531,13310.38,17.2,Approved,0.2222,0
L302076,C102076,Education Loan,1421286.82,180,29400,794,6399.36,8.9,Approved,0.0808,0
L302357,C102357,Education Loan,1111138.24,120,67000,579,10478.9,6.4,Approved,0.1444,1
L301180,C101180,Business Loan,484717.28,24,29100,646,6400.92,15.4,Approved,0.2198,0
L301582,C101582,Education Loan,1781677.18,36,82200,666,15609.78,14.7,Approved,0.1673,0
L305061,C105061,Vehicle Loan,1318310.08,180,66800,543,8723.57,23.2,Approved,0.2398,0
L306834,C106834,Home Loan,7120485.0,36,69000,573,12949.51,1.3,Approved,0.4024,0
L300323,C100323,Personal Loan,475394.03,24,105700,725,13635.16,32.0,Approved,0.0504,0
L300228,C100228,Education Loan,1044458.46,12,100300,760,27163.73,7.9,Approved,0.094,0
L301587,C101587,Vehicle Loan,1194724.86,12,35000,611,5414.84,1.0,Pending,0.3129,1
L306259,C106259,Business Loan,1476950.11,24,53300,685,10546.55,19.3,Pending,0.0827,0
L302972,C102972,Personal Loan,384416.45,84,88100,651,18989.28,21.5,Approved,0.1281,0
L307989,C107989,Education Loan,1193564.72,36,54400,653,0.0,4.8,Approved,0.0833,0
L309656,C109656,Personal Loan,125783.59,60,62000,707,3211.22,21.2,Approved,0.0743,0
L302782,C102782,Vehicle Loan,631686.68,12,82500,611,25692.61,13.5,Approved,0.195,1
L308429,C108429,Education Loan,916697.92,24,44600,681,2979.45,11.6,Approved,0.0971,0
L300656,C100656,Business Loan,1475072.91,36,23000,826,4442.97,12.3,Pending,0.0271,0
L303076,C103076,Education Loan,605150.95,12,72700,708,12894.56,1.1,Approved,0.2176,0
L303887,C103887,Business Loan,4248734.63,24,85700,582,27171.23,4.9,Approved,0.3487,1
L308350,C108350,Vehicle Loan,262957.61,60,107100,559,28745.17,3.1,Approved,0.4067,0
L308264,C108264,Business Loan,1027633.82,60,50500,676,3121.23,1.8,Approved,0.1253,0
L305974,C105974,Education Loan,1221590.25,12,77500,739,4285.94,35.2,Approved,0.0635,0
L302492,C102492,Education Loan,428840.24,12,60300,552,21364.09,12.1,Approved,0.301,0
L302195,C102195,Education Loan,1230657.6,84,43100,551,7543.75,8.5,Pending,0.3201,1
L300654,C100654,Education Loan,1859841.24,60,68800,654,12474.52,21.4,Approved,0.1921,0
L305638,C105638,Personal Loan,792686.71,84,53200,852,6714.85,1.6,Pending,0.0462,1
L303901,C103901,Education Loan,1640186.47,84,25200,630,2716.31,23.3,Pending,0.1006,0
L302153,C102153,Vehicle Loan,683055.09,24,81600,782,9325.24,18.3,Approved,0.0446,0
L303187,C103187,Personal Loan,437767.98,24,60900,587,5471.06,3.6,Approved,0.2137,0
L301682,C101682,Home Loan,6031154.0,84,72600,737,26589.89,0.2,Pending,0.2832,1
L300973,C100973,Vehicle Loan,1294160.43,180,35800,673,7122.76,4.8,Pending,0.112,0
L307695,C107695,Vehicle Loan,633060.42,24,66900,584,5447.9,14.3,Pending,0.2178,0
L308044,C108044,Vehicle Loan,1290582.08,120,28200,736,11523.41,8.5,Approved,0.1415,0
L304987,C104987,Business Loan,2143389.27,12,70900,704,6714.75,11.8,Pending,0.1044,0
L301890,C101890,Business Loan,1657992.4,24,62100,767,0.0,6.5,Approved,0.0871,0
L304504,C104504,Home Loan,3982560.63,84,99800,587,9473.44,0.0,Approved,0.2167,0
L302453,C102453,Vehicle Loan,1086584.2,12,116700,710,20582.38,15.5,Pending,0.161,1
L301750,C101750,Vehicle Loan,1028621.49,60,74900,735,12803.82,12.8,Pending,0.0965,0
L305745,C105745,Vehicle Loan,140369.45,120,97300,772,20848.64,0.0,Approved,0.1103,0
L307412,C107412,Personal Loan,377285.76,120,20500,754,4389.6,11.4,Approved,0.1006,0
L301016,C101016,Vehicle Loan,231132.4,12,64100,624,12778.42,6.1,Approved,0.2521,0
L304548,C104548,Vehicle Loan,699067.15,84,55400,571,9499.08,5.7,Pending,0.2942,0
L303247,C103247,Business Loan,3561332.77,60,80800,723,24262.68,1.2,Pending,0.266,0
L301977,C101977,Vehicle Loan,701859.18,36,66300,677,4280.92,6.7,Approved,0.125,0
L301416,C101416,Business Loan,2872495.34,84,77300,661,14710.95,7.9,Pending,0.2023,0
L308241,C108241,Business Loan,3687665.69,120,30000,642,1494.81,12.8,Approved,0.1365,0
L309254,C109254,Education Loan,1475013.19,120,19500,709,4333.9,21.5,Approved,0.0978,0
L305194,C105194,Education Loan,1506435.78,24,56300,833,8450.91,9.0,Approved,0.0656,0
L300733,C100733,Business Loan,1856846.86,84,21400,743,3481.47,27.3,Pending,0.098,0
L301185,C101185,Vehicle Loan,145082.57,84,108000,641,28766.44,6.9,Approved,0.2547,0
L304129,C104129,Personal Loan,312455.04,84,76700,762,15639.1,7.8,Approved,0.0866,0
L306345,C106345,Home Loan,4244358.36,24,117800,733,41670.1,21.2,Pending,0.0945,0
L306746,C106746,Home Loan,4852139.78,24,52700,669,19293.09,0.0,Pending,0.4023,0
L302469,C102469,Home Loan,1931638.1,60,106600,664,13045.65,3.8,Approved,0.1407,0
L305653,C105653,Home Loan,1244449.0,12,27600,686,3823.83,12.2,Approved,0.1974,0
L300711,C100711,Business Loan,1906798.04,84,86900,648,8097.52,18.9,Approved,0.1285,0
L302746,C102746,Education Loan,678259.3,180,49400,799,3487.38,7.0,Approved,0.0711,0
L301330,C101330,Education Loan,753425.04,24,75400,800,14890.75,15.6,Pending,0.0854,0
L306469,C106469,Home Loan,6334470.6,36,21400,651,2820.41,4.3,Pending,0.3649,1
L301205,C101205,Personal Loan,393192.8,24,172900,704,0.0,19.2,Approved,0.0622,0
L308586,C108586,Education Loan,1031775.88,84,95200,675,14830.61,20.9,Approved,0.1089,0
L308470,C108470,Home Loan,5707055.39,36,91600,771,20274.7,6.8,Pending,0.1092,0
L301605,C101605,Personal Loan,63834.61,180,120600,793,8389.07,27.1,Approved,0.0266,0
L307371,C107371,Vehicle Loan,518976.09,12,46100,710,3934.34,1.1,Approved,0.1249,0
L304937,C104937,Education Loan,1797939.9,180,42500,794,7729.34,6.7,Approved,0.0954,0
L309037,C109037,Education Loan,1220302.63,36,84300,595,9323.56,26.9,Pending,0.1772,1
L309360,C109360,Vehicle Loan,1235162.94,24,82200,731,9123.32,9.3,Pending,0.1189,0
L305212,C105212,Business Loan,707287.49,24,62100,677,2852.78,11.1,Approved,0.1114,0
L304975,C104975,Vehicle Loan,408215.51,60,59400,710,4299.01,29.2,Pending,0.0564,0
L304521,C104521,Home Loan,7142731.83,12,70500,675,15388.96,22.0,Pending,0.3194,1
L308836,C108836,Business Loan,2905781.03,12,56900,738,10593.98,3.7,Pending,0.1513,0
L304045,C104045,Education Loan,1798288.66,12,71800,578,11904.28,0.0,Approved,0.3484,0
L305006,C105006,Personal Loan,171659.77,120,97100,658,23375.4,9.0,Approved,0.2085,0
L300405,C100405,Home Loan,1369032.66,84,109600,570,14015.0,10.5,Pending,0.2567,1
L308606,C108606,Home Loan,7279063.3,180,81600,703,3304.39,4.0,Approved,0.0912,0
L305858,C105858,Vehicle Loan,1293192.17,36,105000,765,6956.94,11.3,Approved,0.0687,0
L302168,C102168,Personal Loan,65250.4,84,77100,696,747.12,31.6,Pending,0.0502,0
L305525,C105525,Vehicle Loan,810432.31,12,83900,570,15926.91,3.0,Pending,0.3638,0
L302843,C102843,Education Loan,1862471.99,60,90700,738,496.69,9.7,Approved,0.0659,0
L306240,C106240,Home Loan,2104686.98,120,59700,688,5897.28,10.0,Approved,0.1172,0
L305433,C105433,Business Loan,431301.25,24,47100,623,6314.84,17.4,Approved,0.1484,0
L301806,C101806,Business Loan,3132030.21,120,54900,827,5473.15,0.0,Approved,0.0874,0
L303631,C103631,Personal Loan,736508.52,120,46000,637,8896.08,15.1,Approved,0.1085,0
L307535,C107535,Home Loan,7520836.15,36,63500,771,14688.99,12.4,Approved,0.1167,0
L303132,C103132,Personal Loan,447458.99,120,41100,573,5008.48,26.9,Pending,0.1382,0
L303357,C103357,Vehicle Loan,1279302.46,180,77000,724,15580.2,20.9,Approved,0.1248,1
L300140,C100140,Vehicle Loan,553451.06,84,68500,812,11974.58,24.2,Pending,0.0394,0
L304785,C104785,Vehicle Loan,1030070.86,24,100100,635,16820.41,10.0,Pending,0.2002,0
L304545,C104545,Home Loan,7906546.33,84,45700,648,10166.86,25.1,Pending,0.1242,0
L301641,C101641,Vehicle Loan,235427.47,180,42600,696,9210.83,0.4,Approved,0.1289,1
L305955,C105955,Education Loan,870667.38,120,54600,779,9702.38,13.6,Pending,0.0777,0
L302601,C102601,Personal Loan,209779.29,120,39200,618,5765.48,4.4,Pending,0.1722,1
L306858,C106858,Business Loan,435339.79,120,77600,846,11770.93,13.2,Approved,0.0398,0
L305204,C105204,Education Loan,315183.55,36,110200,609,5275.86,14.5,Approved,0.1561,0
L303548,C103548,Home Loan,3798831.68,60,115300,664,8348.72,7.1,Approved,0.1335,0
L309614,C109614,Business Loan,1000998.88,180,54800,724,3959.59,9.2,Approved,0.0853,0
L301333,C101333,Education Loan,1480005.72,12,80600,671,21787.36,7.2,Pending,0.2006,1
L302614,C102614,Education Loan,1349870.51,120,76000,809,0.0,2.3,Approved,0.0409,0
L307510,C107510,Home Loan,4784479.09,180,57800,832,5522.34,8.5,Pending,0.0696,0
L302551,C102551,Home Loan,4399046.55,84,119200,787,27340.85,4.5,Pending,0.1255,1
L303971,C103971,Home Loan,1090132.26,12,61100,870,3705.79,12.5,Approved,0.0361,0
L307829,C107829,Business Loan,1263387.38,84,44700,579,4737.4,14.6,Approved,0.1998,0
L303507,C103507,Business Loan,660291.66,84,66700,640,16455.93,21.0,Approved,0.2054,0
L300818,C100818,Education Loan,835097.56,12,59300,656,11152.26,6.9,Pending,0.2069,0
L309789,C109789,Home Loan,7123702.81,60,83000,763,33869.18,18.6,Approved,0.1438,0
L306739,C106739,Vehicle Loan,738796.53,24,147800,588,52425.98,6.5,Approved,0.3271,0
L304340,C104340,Education Loan,188502.26,120,58800,753,15201.5,1.7,Approved,0.1018,1
L309891,C109891,Vehicle Loan,492634.94,120,76900,660,3565.11,24.6,Approved,0.069,0
L302615,C102615,Business Loan,4022309.77,180,60100,649,12043.54,5.9,Approved,0.1988,0
L308878,C108878,Vehicle Loan,1276307.47,180,13800,616,2265.75,12.0,Approved,0.2518,0
L308816,C108816,Personal Loan,393706.99,12,56500,699,8284.18,6.1,Pending,0.1406,0
L305106,C105106,Education Loan,670590.2,84,54800,710,11051.47,22.4,Approved,0.1088,0
L301001,C101001,Home Loan,2358652.95,120,55500,739,6677.55,20.7,Approved,0.0803,0
L300267,C100267,Personal Loan,532931.18,84,19500,698,7054.17,6.5,Pending,0.1499,0
L305916,C105916,Vehicle Loan,1458254.67,120,41300,740,3490.69,7.5,Pending,0.0743,0
L306146,C106146,Business Loan,2860518.79,24,67000,731,9284.43,11.4,Pending,0.1522,0
L303918,C103918,Business Loan,2195468.24,180,11000,636,2898.48,1.5,Approved,0.2093,1
L300280,C100280,Vehicle Loan,1403408.12,12,53700,673,4988.92,2.9,Pending,0.1679,0
L308368,C108368,Education Loan,460027.82,84,128000,707,2621.48,11.3,Pending,0.1045,0
L307362,C107362,Vehicle Loan,1307518.59,120,54300,686,12662.02,0.0,Pending,0.1806,0
L302320,C102320,Vehicle Loan,1172277.7,120,93700,522,9494.37,2.4,Pending,0.2595,1
L308318,C108318,Business Loan,3980341.65,60,82300,593,6998.23,6.0,Approved,0.1939,0
L303651,C103651,Home Loan,2190537.19,84,13500,553,3352.14,0.7,Pending,0.5,0
L301892,C101892,Vehicle Loan,937491.58,36,53300,777,4791.39,26.7,Approved,0.0424,0
L304673,C104673,Education Loan,336569.1,24,88600,763,2081.17,22.7,Approved,0.0431,0
L301689,C101689,Education Loan,790733.04,60,62600,754,10583.29,2.6,Approved,0.0734,0
L303309,C103309,Vehicle Loan,481911.28,120,29000,674,3815.24,17.6,Pending,0.1193,0
L307431,C107431,Business Loan,4810764.79,24,22300,700,481.03,19.2,Approved,0.1191,0
L304167,C104167,Business Loan,3104788.61,12,30400,784,1655.12,3.5,Approved,0.1398,0
L302369,C102369,Vehicle Loan,1486637.02,180,15900,724,3894.32,2.2,Pending,0.2105,0
L303748,C103748,Personal Loan,508506.49,120,50800,634,11251.74,25.3,Approved,0.1486,0
L309960,C109960,Vehicle Loan,590839.47,24,86000,590,16310.75,0.8,Approved,0.3309,0
L304165,C104165,Education Loan,1834337.8,84,62200,704,20929.38,8.5,Pending,0.2032,0
L301622,C101622,Business Loan,1571472.83,84,49100,637,11510.76,8.5,Approved,0.2064,0
L306571,C106571,Education Loan,1977176.73,60,50900,597,5856.35,11.9,Pending,0.1791,0
L309136,C109136,Education Loan,1486787.0,60,34400,610,5022.03,12.3,Approved,0.1754,0
L305900,C105900,Education Loan,874785.28,120,84500,701,7344.05,29.9,Approved,0.0531,0
L304014,C104014,Personal Loan,439839.71,36,27300,637,4270.07,9.7,Pending,0.1888,1
L307578,C107578,Education Loan,490680.09,180,53100,707,12013.14,18.0,Pending,0.1512,0
L305124,C105124,Vehicle Loan,1358240.49,24,37800,751,12073.11,4.1,Pending,0.1875,1
L309301,C109301,Business Loan,3630535.58,60,99600,884,16676.26,18.3,Pending,0.027,0
L309277,C109277,Business Loan,1362310.97,120,90300,714,15598.51,3.7,Pending,0.2082,0
L306802,C106802,Personal Loan,779369.94,120,26900,691,3893.56,14.5,Approved,0.1092,0
L309414,C109414,Personal Loan,72447.66,36,57500,682,0.0,8.0,Approved,0.0953,0
L300755,C100755,Vehicle Loan,1467831.23,60,120600,704,18051.83,13.7,Approved,0.1099,0
L300383,C100383,Vehicle Loan,369932.43,24,69300,698,13446.61,6.6,Approved,0.0928,0
L304507,C104507,Home Loan,1878606.19,36,68600,761,8580.53,11.5,Approved,0.1572,0
L302599,C102599,Business Loan,1584583.06,12,58800,630,4226.17,15.1,Pending,0.121,1
L305645,C105645,Vehicle Loan,1361646.3,60,37600,758,2224.03,1.2,Approved,0.0589,0
L304812,C104812,Home Loan,2892924.5,24,97500,598,13730.91,13.4,Approved,0.1833,0
L302738,C102738,Personal Loan,547081.11,24,99800,651,20491.21,16.6,Approved,0.1134,0
L309855,C109855,Business Loan,4975597.43,84,122700,724,21041.74,5.7,Pending,0.1079,0
L305315,C105315,Personal Loan,161292.65,120,75900,725,9178.09,10.9,Approved,0.0973,0
L306272,C106272,Personal Loan,216624.58,180,60700,547,5394.34,14.1,Approved,0.1975,1
L302330,C102330,Personal Loan,699198.94,24,27600,560,8872.17,1.5,Approved,0.4268,1
L301148,C101148,Education Loan,1746802.04,24,18900,614,2029.03,7.9,Approved,0.3134,0
L300325,C100325,Vehicle Loan,104760.05,120,56500,747,6221.56,2.7,Pending,0.1363,0
L302797,C102797,Education Loan,945926.86,84,17200,605,0.0,8.2,Approved,0.1001,0
L307165,C107165,Personal Loan,726372.77,36,41200,736,7093.19,11.4,Approved,0.1059,1
L309293,C109293,Home Loan,7066068.52,60,20300,664,237.34,16.2,Approved,0.0919,0
L307279,C107279,Vehicle Loan,1245971.07,84,65600,693,5441.95,14.5,Approved,0.0866,0
L306828,C106828,Home Loan,2525411.42,24,76500,736,19978.08,14.3,Approved,0.1631,0
L303295,C103295,Vehicle Loan,607089.58,24,69500,610,22064.69,29.4,Approved,0.1551,0
L305205,C105205,Home Loan,4517641.43,12,94200,752,24548.33,7.7,Approved,0.2463,0
L309283,C109283,Personal Loan,180484.56,120,64000,708,14972.58,0.0,Pending,0.187,1
L301236,C101236,Home Loan,6227867.57,84,46800,615,7871.44,0.0,Approved,0.2828,0
L304114,C104114,Business Loan,373353.3,84,33500,656,558.22,8.6,Approved,0.114,1
L300855,C100855,Education Loan,1326733.84,180,54200,812,13403.42,11.5,Approved,0.0609,1
L309609,C109609,Education Loan,1642212.61,84,69400,577,6810.37,28.2,Approved,0.1034,0
L301649,C101649,Vehicle Loan,779909.34,60,68000,674,3582.6,31.9,Approved,0.0479,0
L303685,C103685,Vehicle Loan,955460.98,12,37900,682,7199.51,4.9,Approved,0.2344,0
L302022,C102022,Vehicle Loan,212879.43,60,47400,579,13319.57,23.3,Approved,0.1897,0
L309620,C109620,Vehicle Loan,711901.35,24,79300,534,11319.08,3.5,Approved,0.318,0
L302650,C102650,Vehicle Loan,1404705.89,12,38500,637,9804.45,26.1,Approved,0.1236,1
L309698,C109698,Personal Loan,645574.3,24,98100,729,16850.31,16.5,Approved,0.0826,0
L300305,C100305,Home Loan,6037144.98,120,42500,704,10041.29,2.4,Approved,0.2376,0
L305487,C105487,Education Loan,1683223.12,84,68600,649,16995.58,6.8,Approved,0.1719,0
L307901,C107901,Personal Loan,493463.06,84,118000,704,24812.4,5.1,Approved,0.1051,1
L307814,C107814,Personal Loan,179584.24,24,46600,649,0.0,11.8,Approved,0.1143,0
L307437,C107437,Business Loan,3772434.3,36,74000,672,13854.84,21.3,Pending,0.1014,0
L308517,C108517,Vehicle Loan,1038809.23,120,60500,678,7019.43,13.5,Pending,0.1079,0
L309626,C109626,Vehicle Loan,900806.63,36,37000,750,3083.13,12.5,Approved,0.1097,0
L303938,C103938,Personal Loan,627702.23,84,97700,652,6880.1,20.1,Pending,0.0682,0
L303321,C103321,Education Loan,954067.86,60,68800,601,11702.81,1.6,Approved,0.2429,0
L300477,C100477,Vehicle Loan,506909.33,120,68900,806,23838.3,0.0,Approved,0.1007,0
L302376,C102376,Education Loan,838701.48,12,39800,605,11518.35,24.1,Approved,0.1862,0
L308220,C108220,Education Loan,519358.42,24,67700,726,9575.42,4.9,Approved,0.1207,0
L300424,C100424,Business Loan,1898890.37,84,19300,713,3234.25,13.1,Pending,0.1147,1
L308427,C108427,Business Loan,272487.33,120,92800,758,26648.02,2.2,Pending,0.1629,0
L304006,C104006,Vehicle Loan,1090344.35,36,68500,554,3804.27,8.4,Pending,0.1928,0
L300692,C100692,Education Loan,1552788.6,12,88500,715,22511.83,25.9,Pending,0.1123,0
L306713,C106713,Personal Loan,254915.49,24,78400,789,12588.42,13.3,Pending,0.1126,0
L307823,C107823,Personal Loan,452295.8,180,77100,695,21702.44,17.2,Pending,0.2045,0
L303647,C103647,Business Loan,914693.74,12,49500,581,6966.06,17.8,Approved,0.2297,0
L305379,C105379,Business Loan,3906620.56,84,79700,591,8505.78,7.5,Pending,0.1768,0
L302096,C102096,Home Loan,3360708.57,24,90600,580,0.0,25.2,Approved,0.0759,0
L302506,C102506,Education Loan,1193735.24,36,68500,586,10288.21,9.1,Pending,0.2046,1
L306943,C106943,Business Loan,4693242.7,180,48300,632,0.0,5.5,Pending,0.2004,1
L306276,C106276,Education Loan,1596194.73,120,33800,719,6217.71,2.1,Approved,0.1504,0
