account_id,customer_id,account_type,balance,interest_rate,status
A200572,C100438,Salary,35322.9,5.35,Dormant
A200573,C100439,Savings,121800.65,3.12,Dormant
A200574,C100440,Savings,51940.65,3.22,Active
A200575,C100441,Current,86204.42,5.05,Active
A200576,C100441,Premium,82329.74,5.97,Dormant
A200577,C100442,Savings,28624.52,5.24,Active
A200578,C100443,Salary,21709.42,4.38,Active
A200579,C100444,Salary,47460.58,5.24,Active
A200580,C100445,Savings,88996.52,4.56,Active
A200581,C100445,Premium,225524.01,3.05,Active
A200582,C100446,Savings,142718.52,3.53,Dormant
A200583,C100447,Salary,38247.11,2.66,Active
A200584,C100448,Savings,180377.52,4.08,Active
A200585,C100449,Savings,73134.87,5.3,Dormant
A200586,C100450,Salary,245197.69,5.37,Active
A200587,C100451,Savings,75234.26,3.08,Active
A200588,C100452,Savings,212122.27,4.71,Active
A200589,C100453,Salary,82672.54,6.28,Active
A200590,C100454,Savings,61427.74,6.04,Active
A200591,C100455,Savings,64196.96,3.6,Active
A200592,C100455,Savings,116167.37,6.39,Dormant
A200593,C100456,Savings,134604.7,3.68,Active
A200594,C100457,Premium,136761.55,4.06,Active
A200595,C100458,Current,49434.59,5.44,Dormant
A200596,C100459,Savings,153874.64,5.44,Dormant
A200597,C100460,Salary,85864.45,4.1,Active
A200598,C100461,Salary,160737.13,2.94,Active
A200599,C100462,Savings,0.0,3.25,Active
A200600,C100463,Savings,159389.22,6.47,Active
A200601,C100464,Salary,80300.92,2.83,Active
A200602,C100464,Savings,102851.98,6.23,Active
A200603,C100465,Savings,80596.96,4.35,Active
A200604,C100466,Premium,62237.84,3.17,Active
A200605,C100466,Savings,85807.98,5.12,Active
A200606,C100467,Salary,86423.67,2.61,Dormant
A200607,C100468,Salary,196633.38,2.72,Active
A200608,C100469,Savings,247903.65,4.49,Active
A200609,C100470,Savings,99021.06,3.29,Active
A200610,C100471,Savings,0.0,5.58,Active
A200611,C100472,Savings,75766.17,6.34,Active
A200612,C100473,Savings,39438.95,3.9,Active
A200613,C100474,Savings,157014.45,2.58,Dormant
A200614,C100475,Savings,155091.92,6.11,Active
A200615,C100476,Savings,199455.31,4.84,Active
A200616,C100477,Savings,242233.78,3.25,Active
A200617,C100477,Savings,169475.44,2.91,Dormant
A200618,C100478,Savings,71457.26,4.82,Dormant
A200619,C100478,Savings,182023.59,5.99,Dormant
A200620,C100479,Premium,125855.61,3.81,Active
A200621,C100480,Salary,17963.58,4.97,Active
A200622,C100480,Savings,109110.74,4.3,Active
A200623,C100481,Savings,196190.83,5.23,Active
A200624,C100482,Salary,16069.72,4.33,Dormant
A200625,C100483,Savings,271476.7,3.12,Active
A200626,C100484,Premium,64115.82,2.58,Dormant
A200627,C100485,Savings,29223.05,4.54,Active
A200628,C100486,Savings,26200.22,2.96,Active
A200629,C100487,Premium,77125.4,2.59,Active
A200630,C100488,Savings,53121.84,6.18,Active
A200631,C100489,Savings,202382.2,6.28,Active
A200632,C100489,Savings,214070.84,2.75,Dormant
A200633,C100490,Savings,194478.42,3.22,Active
A200634,C100491,Savings,397931.08,5.56,Dormant
A200635,C100491,Salary,332969.73,3.62,Active
A200636,C100492,Savings,326413.26,3.69,Active
A200637,C100493,Savings,185124.68,4.12,Active
A200638,C100494,Premium,36299.35,3.56,Dormant
A200639,C100495,Salary,199130.47,6.22,Active
A200640,C100496,Salary,180716.31,4.02,Active
A200641,C100496,Savings,115041.51,4.59,Active
A200642,C100497,Savings,359666.23,4.5,Active
A200643,C100498,Savings,234348.97,3.87,Dormant
A200644,C100499,Savings,28662.74,6.33,Active
A200645,C100500,Savings,42183.52,4.05,Dormant
A200646,C100501,Savings,45030.15,5.04,Dormant
A200647,C100502,Current,89663.62,5.04,Dormant
A200648,C100503,Savings,107663.56,3.55,Active
A200649,C100504,Current,41883.81,4.12,Dormant
A200650,C100505,Current,9225.1,2.73,Dormant
A200651,C100506,Savings,206169.15,5.33,Dormant
A200652,C100506,Savings,176745.07,2.6,Active
A200653,C100507,Salary,18489.0,4.17,Active
A200654,C100507,Savings,5320.79,6.43,Active
A200655,C100508,Savings,151935.78,3.03,Dormant
A200656,C100509,Premium,108166.93,5.54,Active
A200657,C100510,Savings,245336.03,4.26,Active
A200658,C100511,Savings,213128.61,4.89,Active
A200659,C100512,Savings,22626.95,3.92,Active
A200660,C100513,Salary,68067.84,4.84,Active
A200661,C100514,Savings,220633.72,2.83,Active
A200662,C100515,Salary,45565.07,5.18,Active
A200663,C100516,Savings,347853.09,4.12,Active
A200664,C100517,Salary,127815.85,5.64,Active
A200665,C100518,Current,81299.85,4.06,Active
A200666,C100519,Savings,200267.32,3.06,Dormant
A200667,C100520,Savings,194314.22,6.1,Active
A200668,C100521,Salary,227714.44,2.84,Active
A200669,C100522,Savings,105742.08,3.7,Active
A200670,C100523,Premium,393022.36,3.74,Dormant
A200671,C100524,Savings,70372.48,3.8,Dormant
A200672,C100524,Savings,49752.04,3.71,Dormant
A200673,C100525,Premium,40477.45,3.69,Active
A200674,C100525,Savings,30856.6,3.16,Active
A200675,C100526,Savings,218882.17,5.94,Active
A200676,C100527,Premium,42604.01,4.71,Active
A200677,C100527,Savings,66345.11,4.66,Active
A200678,C100528,Salary,17324.94,4.68,Active
A200679,C100529,Salary,219483.86,4.27,Dormant
A200680,C100529,Current,142246.21,5.81,Active
A200681,C100530,Savings,65697.04,2.67,Active
A200682,C100530,Savings,194289.5,5.92,Active
A200683,C100531,Savings,70040.01,4.46,Active
A200684,C100531,Savings,62317.14,5.73,Active
A200685,C100532,Premium,170933.49,6.47,Dormant
A200686,C100532,Savings,137513.17,4.55,Active
A200687,C100533,Salary,28431.5,4.93,Active
A200688,C100533,Salary,239234.92,5.3,Dormant
A200689,C100534,Savings,185325.85,2.78,Active
A200690,C100535,Current,291934.87,4.79,Active
A200691,C100536,Salary,219593.09,6.25,Dormant
A200692,C100536,Savings,124436.82,5.7,Active
A200693,C100537,Savings,8327.27,6.26,Dormant
A200694,C100538,Savings,258690.89,2.72,Dormant
A200695,C100538,Savings,109757.3,3.18,Active
A200696,C100539,Premium,31600.44,5.14,Active
A200697,C100539,Current,35444.95,5.44,Active
A200698,C100540,Current,116066.15,2.61,Active
A200699,C100541,Salary,259559.8,4.33,Active
A200700,C100542,Salary,27568.33,3.71,Dormant
A200701,C100542,Savings,172475.43,4.1,Dormant
A200702,C100543,Premium,217231.05,3.46,Active
A200703,C100544,Salary,121772.63,3.24,Active
A200704,C100545,Savings,30288.99,5.53,Dormant
A200705,C100546,Salary,67441.09,2.91,Active
A200706,C100547,Savings,321928.71,4.62,Active
A200707,C100548,Salary,320869.28,3.43,Active
A200708,C100549,Savings,90228.68,4.84,Active
A200709,C100550,Salary,177433.95,4.05,Active
A200710,C100550,Salary,85038.31,4.66,Dormant
A200711,C100551,Premium,103493.5,4.62,Dormant
A200712,C100552,Current,138932.04,2.77,Dormant
A200713,C100553,Savings,179068.76,3.67,Dormant
A200714,C100554,Savings,87597.13,4.17,Active
A200715,C100555,Premium,7701.38,3.23,Dormant
A200716,C100556,Salary,135679.67,5.02,Active
A200717,C100557,Current,298892.9,5.47,Active
A200718,C100558,Salary,319944.22,4.12,Dormant
A200719,C100559,Savings,44950.51,3.71,Dormant
A200720,C100559,Savings,336262.08,5.94,Active
A200721,C100560,Savings,54233.08,5.0,Active
A200722,C100560,Savings,11492.55,3.55,Active
A200723,C100561,Savings,38797.55,5.04,Active
A200724,C100562,Salary,186769.71,6.23,Dormant
A200725,C100563,Savings,38438.35,4.57,Active
A200726,C100564,Savings,32045.95,4.51,Dormant
A200727,C100564,Premium,87398.53,6.47,Dormant
A200728,C100565,Salary,9989.98,3.14,Dormant
A200729,C100566,Savings,178594.51,4.54,Dormant
A200730,C100566,Savings,86668.96,4.31,Active
A200731,C100567,Savings,289688.99,3.72,Active
A200732,C100568,Savings,147417.95,3.86,Active
A200733,C100569,Savings,29588.88,5.8,Active
A200734,C100570,Savings,186898.47,5.98,Active
A200735,C100571,Savings,99975.98,4.09,Active
A200736,C100572,Savings,215016.09,3.92,Active
A200737,C100573,Savings,34514.48,5.49,Active
A200738,C100573,Savings,4593.88,5.42,Dormant
A200739,C100574,Savings,32590.48,2.81,Active
A200740,C100575,Current,149104.07,5.72,Active
A200741,C100576,Savings,220443.22,5.39,Active
A200742,C100577,Savings,2130.77,5.55,Active
A200743,C100577,Savings,177207.1,5.2,Active
A200744,C100578,Savings,77462.25,4.04,Active
A200745,C100579,Savings,96829.58,5.92,Active
A200746,C100580,Salary,609538.04,4.49,Dormant
A200747,C100581,Salary,154717.44,3.65,Active
A200748,C100581,Savings,95390.72,4.18,Active
A200749,C100582,Salary,80953.19,2.61,Active
A200750,C100583,Salary,198098.71,2.89,Active
A200751,C100583,Salary,45969.49,4.29,Dormant
A200752,C100584,Savings,167862.42,6.19,Active
A200753,C100584,Premium,150918.8,2.71,Active
A200754,C100585,Savings,56349.04,6.34,Dormant
A200755,C100586,Savings,210998.18,5.12,Active
A200756,C100587,Current,74598.53,5.55,Dormant
A200757,C100587,Savings,69021.5,6.36,Dormant
A200758,C100588,Savings,330809.69,3.51,Active
A200759,C100589,Savings,0.0,5.33,Active
A200760,C100590,Salary,190461.19,3.11,Active
A200761,C100591,Current,97461.22,5.74,Active
A200762,C100591,Savings,58088.18,5.59,Active
A200763,C100592,Salary,90119.98,3.08,Active
A200764,C100593,Premium,184480.79,4.75,Dormant
A200765,C100594,Savings,101479.14,4.78,Active
A200766,C100594,Savings,79211.81,6.15,Active
A200767,C100595,Savings,97203.59,6.45,Active
A200768,C100596,Premium,31591.29,3.25,Active
A200769,C100597,Savings,252338.1,4.53,Active
A200770,C100598,Salary,259114.18,6.47,Active
A200771,C100599,Salary,113198.76,6.11,Active
A200772,C100600,Current,218117.55,2.64,Dormant
A200773,C100601,Savings,416733.89,5.71,Active
A200774,C100601,Salary,203322.25,4.83,Active
A200775,C100602,Current,75225.88,6.41,Active
A200776,C100603,Premium,39766.48,6.34,Active
A200777,C100604,Savings,302325.34,5.4,Dormant
A200778,C100605,Savings,153485.16,3.78,Active
A200779,C100606,Savings,28003.26,4.84,Dormant
A200780,C100606,Salary,25365.24,4.76,Active
A200781,C100607,Current,104333.45,3.65,Active
A200782,C100608,Salary,170573.28,4.64,Active
A200783,C100609,Savings,372337.57,4.99,Active
A200784,C100610,Current,123616.57,4.65,Active
A200785,C100611,Salary,141546.98,4.3,Active
A200786,C100612,Savings,152402.9,4.97,Active
A200787,C100613,Savings,161371.38,4.68,Dormant
A200788,C100614,Savings,97354.42,5.24,Dormant
A200789,C100615,Current,223513.25,3.77,Active
A200790,C100616,Savings,44385.53,5.54,Active
A200791,C100617,Savings,183089.98,2.97,Dormant
A200792,C100617,Savings,138983.27,4.55,Active
A200793,C100618,Savings,78599.28,6.09,Dormant
A200794,C100619,Current,68016.37,2.64,Active
A200795,C100620,Savings,292993.26,5.74,Active
A200796,C100621,Savings,186556.92,5.1,Active
A200797,C100622,Premium,234905.32,3.89,Active
A200798,C100622,Savings,53654.87,4.34,Active
A200799,C100623,Premium,67157.12,4.33,Active
A200800,C100624,Savings,77388.48,5.16,Dormant
A200801,C100625,Salary,191690.71,2.68,Active
A200802,C100626,Salary,146278.34,5.88,Active
A200803,C100627,Premium,77707.43,4.68,Dormant
A200804,C100628,Salary,68088.4,4.6,Active
A200805,C100629,Savings,334541.67,3.91,Active
A200806,C100630,Salary,43571.77,3.06,Active
A200807,C100631,Savings,45493.78,3.94,Active
A200808,C100632,Savings,164354.1,5.58,Active
A200809,C100632,Savings,201518.43,2.59,Active
A200810,C100633,Savings,384715.62,6.21,Active
A200811,C100634,Savings,99950.94,6.26,Active
A200812,C100635,Current,431844.64,5.01,Active
A200813,C100636,Savings,148599.31,5.15,Dormant
A200814,C100637,Premium,50073.99,2.55,Dormant
A200815,C100638,Savings,195514.91,5.08,Dormant
A200816,C100639,Savings,211585.44,3.59,Dormant
A200817,C100640,Salary,82919.61,3.66,Active
A200818,C100641,Savings,112685.36,2.78,Active
A200819,C100641,Savings,144534.35,6.49,Active
A200820,C100642,Current,141193.37,2.99,Active
A200821,C100643,Savings,119850.6,2.59,Active
A200822,C100644,Savings,314496.68,3.37,Active
A200823,C100645,Savings,72910.48,3.0,Dormant
A200824,C100646,Savings,113552.12,2.65,Active
A200825,C100647,Savings,235133.65,3.61,Active
A200826,C100648,Savings,46348.54,3.98,Active
A200827,C100649,Savings,33394.26,3.11,Active
A200828,C100650,Salary,15611.76,5.01,Active
A200829,C100651,Savings,185465.7,5.03,Active
A200830,C100652,Current,60727.36,5.79,Active
A200831,C100653,Savings,256835.2,4.25,Active
A200832,C100653,Savings,322664.3,5.89,Active
A200833,C100654,Premium,257594.07,3.95,Active
A200834,C100654,Salary,260606.76,4.97,Active
A200835,C100655,Salary,187439.61,4.44,Active
A200836,C100656,Savings,4454.02,5.59,Dormant
A200837,C100656,Salary,44029.73,6.47,Active
A200838,C100657,Savings,46396.85,3.36,Active
A200839,C100658,Salary,0.0,6.18,Dormant
A200840,C100659,Savings,86396.67,2.87,Active
A200841,C100659,Salary,49741.65,5.56,Active
A200842,C100660,Salary,192878.34,2.99,Active
A200843,C100661,Salary,143609.56,4.65,Active
A200844,C100661,Salary,69065.78,5.71,Active
A200845,C100662,Current,140254.7,2.87,Active
A200846,C100662,Salary,302740.45,5.52,Active
A200847,C100663,Current,186138.83,5.46,Dormant
A200848,C100664,Savings,301587.26,4.13,Active
A200849,C100664,Current,195652.61,5.21,Active
A200850,C100665,Savings,297639.46,4.96,Active
A200851,C100665,Savings,250512.19,3.02,Dormant
A200852,C100666,Salary,156303.67,5.71,Active
A200853,C100667,Savings,64443.62,4.51,Active
A200854,C100668,Savings,198926.67,4.34,Active
A200855,C100669,Savings,193836.93,5.85,Active
A200856,C100670,Savings,191137.56,5.47,Dormant
A200857,C100671,Savings,67893.09,3.91,Active
A200858,C100672,Salary,197971.25,5.58,Active
A200859,C100673,Savings,156799.73,5.77,Active
A200860,C100673,Savings,81378.45,3.2,Dormant
A200861,C100674,Savings,83100.34,5.51,Active
A200862,C100675,Salary,76371.53,5.82,Dormant
A200863,C100676,Savings,148813.69,4.46,Active
A200864,C100677,Salary,230590.05,6.11,Active
A200865,C100678,Salary,17165.95,3.89,Active
A200866,C100679,Salary,129677.62,4.58,Active
A200867,C100679,Savings,170140.69,3.03,Active
A200868,C100680,Savings,15009.15,4.2,Active
A200869,C100681,Savings,76203.01,3.91,Active
A200870,C100681,Salary,143282.45,3.37,Dormant
A200871,C100682,Savings,169447.7,3.08,Dormant
A200872,C100682,Current,252792.52,3.78,Active
A200873,C100683,Current,186892.66,3.38,Active
A200874,C100684,Savings,382932.92,5.69,Dormant
A200875,C100685,Salary,99565.22,5.74,Active
A200876,C100685,Savings,114947.18,4.27,Active
A200877,C100686,Salary,121060.26,5.15,Active
A200878,C100687,Salary,0.0,5.99,Dormant
A200879,C100688,Savings,59754.09,4.86,Dormant
A200880,C100688,Savings,64953.53,4.58,Active
A200881,C100689,Salary,69698.37,5.23,Active
A200882,C100689,Current,42796.15,3.78,Dormant
A200883,C100690,Savings,282457.18,4.64,Dormant
A200884,C100691,Salary,228834.84,3.0,Active
A200885,C100692,Savings,79483.02,4.48,Active
A200886,C100692,Savings,141897.69,4.54,Dormant
A200887,C100693,Salary,77236.7,4.68,Active
A200888,C100693,Savings,43119.85,6.43,Active
A200889,C100694,Current,73738.01,4.59,Active
A200890,C100694,Savings,88573.07,3.95,Active
A200891,C100695,Savings,54420.95,4.48,Active
A200892,C100696,Salary,134004.64,5.4,Active
A200893,C100697,Savings,25632.09,4.26,Active
A200894,C100698,Savings,24326.63,6.38,Dormant
A200895,C100699,Salary,24036.66,3.13,Active
A200896,C100700,Current,13177.52,2.62,Active
A200897,C100701,Salary,133956.33,2.73,Active
A200898,C100702,Savings,172832.51,4.02,Active
A200899,C100703,Savings,88311.08,3.58,Active
A200900,C100703,Savings,77854.68,3.92,Active
A200901,C100704,Savings,211768.6,4.51,Active
A200902,C100705,Savings,151598.46,3.82,Active
A200903,C100706,Savings,13595.35,2.54,Active
A200904,C100707,Savings,92619.16,2.81,Active
A200905,C100708,Savings,194519.24,4.33,Active
A200906,C100708,Salary,69436.52,5.8,Dormant
A200907,C100709,Current,57509.12,2.51,Active
A200908,C100709,Premium,81163.78,2.92,Active
A200909,C100710,Savings,168229.64,5.77,Dormant
A200910,C100710,Savings,224133.37,4.31,Dormant
A200911,C100711,Savings,117416.21,4.91,Active
A200912,C100712,Premium,182336.75,5.75,Dormant
A200913,C100712,Savings,88121.5,4.81,Active
A200914,C100713,Salary,42821.11,4.74,Active
A200915,C100714,Salary,235684.82,5.44,Active
A200916,C100715,Savings,216116.43,5.53,Dormant
A200917,C100716,Savings,112044.31,4.6,Dormant
A200918,C100717,Current,58055.85,4.55,Active
A200919,C100717,Savings,202504.26,5.53,Active
A200920,C100718,Salary,88291.31,3.67,Active
A200921,C100719,Salary,83567.03,3.34,Active
A200922,C100719,Savings,52064.24,2.73,Active
A200923,C100720,Savings,18586.58,3.14,Dormant
A200924,C100721,Savings,158336.45,5.47,Dormant
A200925,C100722,Savings,148084.25,4.13,Active
A200926,C100723,Salary,10936.54,4.38,Dormant
A200927,C100723,Current,22614.54,3.65,Active
A200928,C100724,Savings,95059.23,4.74,Dormant
A200929,C100725,Current,33831.48,4.26,Dormant
A200930,C100726,Savings,171659.69,2.52,Active
A200931,C100727,Savings,145810.85,3.62,Active
A200932,C100727,Savings,185601.78,5.73,Active
A200933,C100728,Savings,75928.26,4.03,Active
A200934,C100729,Salary,228518.63,3.58,Active
A200935,C100730,Premium,168773.21,5.51,Active
A200936,C100730,Savings,59485.34,2.71,Active
A200937,C100731,Savings,3261.6,3.86,Active
A200938,C100732,Premium,85455.33,5.63,Dormant
A200939,C100733,Savings,73568.22,6.17,Active
A200940,C100734,Savings,40401.76,3.65,Active
A200941,C100735,Savings,172800.76,4.22,Active
A200942,C100735,Salary,206268.52,5.31,Active
A200943,C100736,Current,54740.54,2.86,Active
A200944,C100737,Savings,124014.8,3.31,Active
A200945,C100737,Savings,37930.13,3.73,Active
A200946,C100738,Savings,29048.57,3.72,Active
A200947,C100738,Current,52789.27,4.66,Active
A200948,C100739,Savings,356134.2,3.9,Active
A200949,C100739,Savings,161530.43,4.79,Dormant
A200950,C100740,Savings,244784.21,4.18,Active
A200951,C100741,Premium,84964.76,5.39,Dormant
A200952,C100741,Salary,161690.74,3.45,Active
A200953,C100742,Savings,194716.86,4.72,Active
A200954,C100742,Premium,71728.85,4.3,Active
A200955,C100743,Savings,36611.23,4.95,Active
A200956,C100743,Savings,41883.51,5.88,Active
A200957,C100744,Savings,145237.58,6.12,Active
A200958,C100745,Premium,152879.26,4.44,Active
A200959,C100745,Savings,8683.55,4.67,Active
A200960,C100746,Savings,227023.05,3.93,Active
A200961,C100747,Salary,35447.48,2.68,Active
A200962,C100747,Savings,101428.77,4.39,Dormant
A200963,C100748,Savings,145053.09,5.08,Active
A200964,C100749,Savings,129332.57,4.71,Active
A200965,C100750,Salary,259537.35,3.6,Active
A200966,C100751,Savings,224109.08,3.94,Active
A200967,C100752,Savings,172785.17,3.8,Dormant
A200968,C100753,Current,123067.81,2.85,Active
A200969,C100754,Savings,266071.94,2.97,Active
A200970,C100755,Savings,156483.82,3.2,Active
A200971,C100756,Salary,53510.63,4.06,Active
A200972,C100757,Savings,229772.25,5.18,Active
A200973,C100758,Savings,197659.36,6.46,Active
A200974,C100758,Savings,182260.01,5.59,Active
A200975,C100759,Savings,223112.54,5.49,Active
A200976,C100760,Salary,3082.94,5.63,Dormant
A200977,C100760,Premium,34199.3,2.54,Active
A200978,C100761,Savings,12758.31,5.18,Active
A200979,C100762,Savings,103317.84,3.14,Active
A200980,C100763,Salary,39048.81,3.29,Active
A200981,C100764,Savings,148513.29,4.47,Active
A200982,C100765,Current,0.0,5.13,Active
A200983,C100765,Salary,214036.49,5.84,Active
A200984,C100766,Salary,127540.94,5.38,Active
A200985,C100767,Premium,170859.09,4.33,Active
A200986,C100767,Savings,105597.21,4.67,Active
A200987,C100768,Savings,114430.39,5.17,Active
A200988,C100768,Savings,114162.8,3.39,Active
A200989,C100769,Premium,153414.46,4.07,Active
A200990,C100769,Salary,49470.28,6.25,Active
A200991,C100770,Savings,20623.27,3.31,Active
A200992,C100771,Premium,70489.58,4.97,Dormant
